id,created_at,full_text,media,screen_name,name,profile_image_url,in_reply_to,retweeted_status,quoted_status,favorite_count,retweet_count,bookmark_count,quote_count,reply_count,views_count,favorited,retweeted,bookmarked
"1707535042472501324","Thu Sep 28 23:17:33 +0000 2023","开启假期模式 https://t.co/laGUSyXQcb","[{""type"":""video"",""url"":""https://t.co/laGUSyXQcb"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1707534933479297024/pu/img/mVvhTKbGp4GiCbil.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1707534933479297024/pu/vid/avc1/1280x720/6ZahqPmEYz9ZDyYm.mp4?tag=12""}]","pekcouple","少女宅急送","https://pbs.twimg.com/profile_images/1505900009136406528/HUf-siqu_normal.jpg","null","null","null",72,5,5,0,3,9075,false,false,true
"1735295952846528831","Thu Dec 14 13:49:30 +0000 2023","闺蜜好坏啊，刚才还舔的好好的怎么就拿你那硬硬的奶头挑逗我的阴蒂啊 https://t.co/b6l5K85hi9","[{""type"":""video"",""url"":""https://t.co/b6l5K85hi9"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1735295693755912192/pu/img/qnvFPcOsevhPFINB.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1735295693755912192/pu/vid/avc1/1280x720/J7hntpDi9tVdynEo.mp4?tag=12""}]","Xiaomihuxx","小迷狐🦊","https://pbs.twimg.com/profile_images/1733925456254996480/YOhKTszc_normal.jpg","null","null","null",32123,5967,5705,34,571,2240528,false,false,true
"1706341521552015428","Mon Sep 25 16:14:55 +0000 2023","第二段，两个奶子晃来晃去 https://t.co/fpGMCYSMzP","[{""type"":""video"",""url"":""https://t.co/fpGMCYSMzP"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1706341453621002240/pu/img/3mT7EabLHXj-obKT.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1706341453621002240/pu/vid/avc1/720x960/wq8QVSAwfrXeJlzX.mp4?tag=12""}]","xizaoyang521","洗澡羊🐏","https://pbs.twimg.com/profile_images/1526766257579520000/Y65cobi4_normal.jpg","null","null","null",248,30,24,0,8,38625,false,false,true
"1701995631886417970","Wed Sep 13 16:25:54 +0000 2023","@lvmaoshetuite 小骚被单男哥哥艹得多次高潮受不了。 https://t.co/RGT1EBvGPs","[{""type"":""video"",""url"":""https://t.co/RGT1EBvGPs"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1701995145556865024/pu/img/fR3E9YSPWZHJLZE6.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1701995145556865024/pu/vid/avc1/1280x720/wbIL_NWHrODArw6a.mp4?tag=12""}]","lz9587","lz","https://pbs.twimg.com/profile_images/1588938218077986816/j6j7uPjm_normal.jpg","1644347256047542274","null","null",87,5,7,0,2,6303,false,false,true
"1690915411364139009","Mon Aug 14 02:37:04 +0000 2023","梦幻联动快乐加倍~😎母狗们的浪叫声此起彼伏🤨\n猜猜哪只是我的，哪只是@yunyupiaoling_ 家的大长腿🧐 https://t.co/VmFYDXd4aL","[{""type"":""video"",""url"":""https://t.co/VmFYDXd4aL"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1690915265733648384/pu/img/xRYmLoIG47yP7X93.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1690915265733648384/pu/vid/1280x720/kDIXDZ4QwF7r4LPF.mp4?tag=12""}]","Nb8X8","普通人","https://pbs.twimg.com/profile_images/1467107266033860608/aP5GVj9s_normal.jpg","null","null","null",5451,719,436,0,69,611411,false,false,true
"1724698558170112070","Wed Nov 15 07:59:14 +0000 2023","被顶的太深快要站不住了，来个人扶着我吧 https://t.co/B2cGGsZweC","[{""type"":""video"",""url"":""https://t.co/B2cGGsZweC"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1724697947550654465/img/-9GLwzRqj1VFiqLT.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1724697947550654465/vid/avc1/720x1278/SJmnBa2Y2iWzTFN4.mp4?tag=14""}]","mympet","mympet","https://pbs.twimg.com/profile_images/1191895710444204032/EpFo01fm_normal.jpg","null","null","null",2531,412,281,1,26,158053,false,false,true
"1655772057056215040","Tue May 09 03:09:55 +0000 2023","一个很粗鲁的视频\n玩具 卯哥！！@paojiaofanqie \n（感谢玩具 人类之光 https://t.co/639v9qYFvY","[{""type"":""video"",""url"":""https://t.co/639v9qYFvY"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1655771346637574149/pu/img/OSa9WCJNbjhmopZk.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1655771346637574149/pu/vid/960x512/0sLoDxGfJ50qU7aC.mp4?tag=12""}]","azhu_00077","卷e小助","https://pbs.twimg.com/profile_images/1606926764177264641/VxFl8Je7_normal.jpg","null","null","null",343,24,33,0,2,41246,false,false,true
"1657368292934434818","Sat May 13 12:52:48 +0000 2023","炒个冷饭～ https://t.co/4XJsHHkVfl","[{""type"":""video"",""url"":""https://t.co/4XJsHHkVfl"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1657368226999971841/pu/img/qW8CINKyrAgbQ6Sr.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1657368226999971841/pu/vid/720x1280/a0oZq2G3poq18Riv.mp4?tag=12""}]","azhu_00077","卷e小助","https://pbs.twimg.com/profile_images/1606926764177264641/VxFl8Je7_normal.jpg","null","null","null",201,18,12,0,2,25825,false,false,true
"1720385923895189816","Fri Nov 03 10:22:22 +0000 2023","高潮与痉挛\n\n@DaFoer_ \n@Daguidiyi \n@Fojiangnice \n@PornPicks_ https://t.co/Mzn6XifKQv","[{""type"":""video"",""url"":""https://t.co/Mzn6XifKQv"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1720385848573833217/pu/img/0VVOXpR8BEKQhpO3.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1720385848573833217/pu/vid/avc1/1280x706/9cwm79fj3o6xK-YD.mp4?tag=12""}]","Allen_99","Allen","https://pbs.twimg.com/profile_images/1721750860009795584/hMwTX6vy_normal.jpg","null","null","null",18437,1942,2952,13,165,1680497,false,false,true
"1715031115722051848","Thu Oct 19 15:44:16 +0000 2023","被老婆的骚臀淫穴套弄\n你的肉棒受得了吗 几分钟射 \n告诉我你想怎么操她 在线等\n\n原创\n投稿大佬\n@Fengsiyuan\n@tbzt3623\n@XXman61101766\n@cuteeeee11\n@Daguidiyi https://t.co/X5arwWM43z","[{""type"":""video"",""url"":""https://t.co/X5arwWM43z"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1715031055458344960/pu/img/oP9tldN6Kr5bXJkw.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1715031055458344960/pu/vid/avc1/720x1280/sloVINuThjSjjmaT.mp4?tag=12""}]","GXEM0722","GXEM的情侣日常","https://pbs.twimg.com/profile_images/1746162708712681472/gshdKINo_normal.jpg","null","null","null",337,32,37,0,4,28992,false,false,true
"1710497828609622220","Sat Oct 07 03:30:36 +0000 2023","人妻的宝藏瞬间。\n\n@Nicnicmee https://t.co/1W7KNELRAj","[{""type"":""video"",""url"":""https://t.co/1W7KNELRAj"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1710497638146301952/pu/img/0WU2JIfxiaOlRxER.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1710497638146301952/pu/vid/avc1/1280x720/lgfc-kuHBv38CXVn.mp4?tag=12""}]","Nanyu0571","Nanyu","https://pbs.twimg.com/profile_images/1704423275458351104/D0s3Rvo0_normal.jpg","null","null","null",1872,182,141,1,9,119593,false,false,true
"1726796574213460245","Tue Nov 21 02:56:00 +0000 2023","3p骚夫人无套内射加刷锅，夫人说这个单男小哥哥太棒了，此次活动战斗了一个多小时，把夫人弄的两腿发软，精液把夫人小穴都给射满了，刷锅的感觉太好了。\n#3p\n#母狗\n#刷锅 https://t.co/1yNF0SjSJC","[{""type"":""video"",""url"":""https://t.co/1yNF0SjSJC"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1726796283539869696/pu/img/0__YlmfLEobLTpTu.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1726796283539869696/pu/vid/avc1/1280x720/8Gu8BO8IKzcoSK5f.mp4?tag=12""}]","Christi15264708","吸精夫人-原创","https://pbs.twimg.com/profile_images/1667316927595970561/rCcZbefe_normal.jpg","null","null","null",1137,185,97,2,38,96619,false,false,true
"1726527830752952462","Mon Nov 20 09:08:06 +0000 2023","纯享…\n@tbzt3623 https://t.co/cwKVsZssFP","[{""type"":""video"",""url"":""https://t.co/cwKVsZssFP"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1726527622698737664/pu/img/FYbQxltBfh_5HMcz.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1726527622698737664/pu/vid/avc1/1280x720/BFGvaxMqRdOV7xsD.mp4?tag=12""}]","zzz1231358","🔥","https://pbs.twimg.com/profile_images/1683369802558214144/05IYl8mV_normal.jpg","null","null","null",450,42,41,0,1,32347,false,false,true
"1731949598237716754","Tue Dec 05 08:12:16 +0000 2023","你敢相信这是女友第一次边口边被插吗？\n口不停在动，屁股不停自己往我顶，骨子里究竟有多骚初体验才能到达这境界！？ https://t.co/wKbSjZmWBk","[{""type"":""video"",""url"":""https://t.co/wKbSjZmWBk"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1731949541203791872/pu/img/NiAp53hVaN_DmZ5C.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1731949541203791872/pu/vid/avc1/720x960/VGg-1hrPkiX4ugQU.mp4?tag=12""}]","Xxss1999516","Xx.ss","https://pbs.twimg.com/profile_images/1666028597721858048/crT5VDk4_normal.jpg","null","null","null",654,72,59,0,12,51170,false,false,true
"1696125611767734436","Mon Aug 28 11:40:32 +0000 2023","大二女友 https://t.co/NhOaHAHxDD","[{""type"":""video"",""url"":""https://t.co/NhOaHAHxDD"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1696125557002678272/pu/img/erbIaB3bK4vyv3VD.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1696125557002678272/pu/vid/1280x720/rIIp_B5NCvj-Rn4q.mp4?tag=12""}]","199868g","kzio","https://pbs.twimg.com/profile_images/1696124824509394944/nzxFFvka_normal.jpg","null","null","null",1428,158,104,0,11,99551,false,false,true
"1667196067270758400","Fri Jun 09 15:44:52 +0000 2023","https://t.co/uMiBalfNHU","[{""type"":""video"",""url"":""https://t.co/uMiBalfNHU"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1667195922126884865/pu/img/Y7R49Hpl4RcXljPP.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1667195922126884865/pu/vid/720x1280/cimyf9J6q3xDZdhD.mp4?tag=12""}]","exhibitapril","bryzz","https://pbs.twimg.com/profile_images/1345773960101707776/vnrWeA9l_normal.jpg","null","null","null",338,42,33,0,5,45287,false,false,true
"1674597765610102784","Fri Jun 30 01:56:34 +0000 2023","🎬无内丝大赛\n\n第一期\n\n🔥  参赛作品各种无内丝\n\n🔗评论区留言跟帖 🔗作品要求原创\n\n⭕️7月3日12点，点赞最多的女的怂丝袜，男的送原味 https://t.co/If5pZKsKNp","[{""type"":""photo"",""url"":""https://t.co/If5pZKsKNp"",""thumbnail"":""https://pbs.twimg.com/media/Fz1dygcakAMLi3Y?format=jpg&name=thumb"",""original"":""https://pbs.twimg.com/media/Fz1dygcakAMLi3Y?format=jpg&name=orig""}]","dongbeihuaisi","🐯虎哥","https://pbs.twimg.com/profile_images/1654130161959464962/qQMZDAzD_normal.jpg","null","null","null",1122,127,89,0,36,145283,true,false,true
"1718853220649586886","Mon Oct 30 04:51:57 +0000 2023","愉快的周末！ https://t.co/dU2jxEHxu8","[{""type"":""video"",""url"":""https://t.co/dU2jxEHxu8"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1718852108064288768/pu/img/UQqnZ5utWDlC0QTE.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1718852108064288768/pu/vid/avc1/720x1280/DQBvjeVAYBoHFXxk.mp4?tag=12""}]","sabbath0086010","停车坐爱枫林晚","https://pbs.twimg.com/profile_images/1726009582689140736/M-FlKCp8_normal.jpg","null","null","null",18,0,2,0,1,1051,false,false,true
"1702987989276832065","Sat Sep 16 10:09:11 +0000 2023","真实夫妻交换现场 时长1:28.39\n\n28岁良家小夫妻，极品女神，妻子穿着情趣女仆装被对方老公抱起来艹😆\n另一个妻子竟然穿着婚纱，真的是绝😆婚纱竟然在换妻现场穿，而且还是当着曾经发过誓言的老公面前舔别的男人JJ，让别的男人艹，喊对方老公！\n\n据说这次直播是史上收益最高，单场60万金币！ https://t.co/YcdgxgFatI","[{""type"":""video"",""url"":""https://t.co/YcdgxgFatI"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1702983916196675584/img/VdksBWv4riFnNpJm.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1702983916196675584/vid/avc1/1280x720/3NFSZfHzi3EpmU2O.mp4?tag=14""}]","fujingjing66","母狗orangle","https://pbs.twimg.com/profile_images/1428990721743151110/msTlsUrF_normal.jpg","null","null","null",6948,1583,860,14,0,1495784,true,false,true
"1699304298759463156","Wed Sep 06 06:11:31 +0000 2023","真实夫妻交换现场 时长1:52.12 \n\n两对夫妻先聊天游戏熟络感情，输了接受小惩罚，气氛到了就互相交换，边做边聊天，对白超顶！\n一对做完后在一旁围观各自的妻子老公啪啪😆\n\n“我觉得他是我搞过最爽的男人”\n“你的好硬啊”\n“老公，爽”\n“我艹，你老公体力真好”\n“啊好幸福受不了了”\n“快被你老公艹死了” https://t.co/f8ZgJKPXKC","[{""type"":""video"",""url"":""https://t.co/f8ZgJKPXKC"",""thumbnail"":""https://pbs.twimg.com/amplify_video_thumb/1699298237574987776/img/cAKMWKvmLFlLPZNc.jpg?name=thumb"",""original"":""https://video.twimg.com/amplify_video/1699298237574987776/vid/avc1/1280x720/gnYi7g3cOz5o2kzz.mp4?tag=14""}]","fujingjing66","母狗orangle","https://pbs.twimg.com/profile_images/1428990721743151110/msTlsUrF_normal.jpg","null","null","null",9801,2152,1208,29,0,1960774,false,false,true
"1346659404968382467","Wed Jan 06 03:26:36 +0000 2021","最喜欢的姿势之一 https://t.co/o7tI37Ezm1","[{""type"":""video"",""url"":""https://t.co/o7tI37Ezm1"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1346659209320964097/pu/img/vwz7dt1tmrTqu942.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1346659209320964097/pu/vid/720x1280/axmDAZ178T-R1J8V.mp4?tag=10""}]","gzfqjh111","我爱我妻","https://pbs.twimg.com/profile_images/1579386143912493056/0toInNXU_normal.jpg","null","null","null",300,35,38,0,3,"null",false,false,true
"1441952494616121351","Sun Sep 26 02:27:19 +0000 2021","手机都差点拿不稳 https://t.co/xjTj6hskWu","[{""type"":""video"",""url"":""https://t.co/xjTj6hskWu"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1441952373253890056/pu/img/9UnekAxjvasjIoSQ.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1441952373253890056/pu/vid/1280x720/RcExcHE6RgLzVIRQ.mp4?tag=12""}]","gzfqjh111","我爱我妻","https://pbs.twimg.com/profile_images/1579386143912493056/0toInNXU_normal.jpg","null","null","null",474,69,51,1,5,"null",false,false,true
"1723107458259026390","Fri Nov 10 22:36:46 +0000 2023","-\n早安\n起床捉❤️囉～ https://t.co/HsTJqZb3ia","[{""type"":""video"",""url"":""https://t.co/HsTJqZb3ia"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1723107399501074432/pu/img/vahBue9lf_w6sgjg.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1723107399501074432/pu/vid/avc1/1280x720/0uVEqWzuWBORL1TF.mp4?tag=12""}]","Sandy14002","璃ㄦ🌻","https://pbs.twimg.com/profile_images/1705151471287963648/HJj-XUMA_normal.jpg","null","null","null",175,14,26,0,9,10904,false,false,true
"1670557513476100096","Sun Jun 18 22:22:03 +0000 2023","@lidangzzz 看着会比自己操更爽。有个词叫做：颅内高潮～ https://t.co/oTdPtqKkSF","[{""type"":""video"",""url"":""https://t.co/oTdPtqKkSF"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1670557464172052480/pu/img/Jw5INVAHP13Kpl-j.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1670557464172052480/pu/vid/1280x720/uNYbJh8kvSTQay5L.mp4?tag=12""}]","woshilang888","深圳情侣s&y","https://pbs.twimg.com/profile_images/1719047892747587584/I6Pra99l_normal.jpg","1670235218756751362","null","null",147,12,20,0,0,34731,false,false,true
"1698681977891934629","Mon Sep 04 12:58:38 +0000 2023","@meiridashai 跟闺蜜一起起飞 https://t.co/s03dFEhfEm","[{""type"":""video"",""url"":""https://t.co/s03dFEhfEm"",""thumbnail"":""https://pbs.twimg.com/ext_tw_video_thumb/1698681813764542464/pu/img/awBeKXq9QRQf9ni3.jpg?name=thumb"",""original"":""https://video.twimg.com/ext_tw_video/1698681813764542464/pu/vid/1280x720/PSEIXNo-NzOA8s9C.mp4?tag=12""}]","woshilang888","深圳情侣s&y","https://pbs.twimg.com/profile_images/1719047892747587584/I6Pra99l_normal.jpg","1696729705901117761","null","null",417,46,35,0,1,41344,false,false,true
